order_id,customer_id,date,status
470,1041,2019-11-20,1
471,1210,2019-02-02,1
472,6051,2010-06-14,0
473,2512,2014-01-24,1
474,5312,2017-03-23,0
475,7235,2016-01-15,0
476,8821,2016-10-28,0
477,7557,2013-12-11,1
478,6995,2016-06-17,0
479,6187,2020-07-14,0
480,233,2015-06-25,0
481,8037,2011-07-20,0
482,900,2011-12-21,1
483,441,2023-11-26,0
484,7798,2020-10-28,0
485,2979,2010-08-31,1
486,5574,2023-03-27,0
487,1715,2020-05-22,0
488,3150,2011-05-31,1
489,1812,2018-08-08,0
490,1238,2020-06-27,1
491,8368,2020-02-24,1
492,1865,2017-02-19,1
493,1644,2011-12-06,1
494,2535,2009-04-12,1
495,1861,2017-11-18,1
496,5280,2017-09-03,1
497,4399,2011-11-20,0
498,6058,2018-08-16,1
499,5163,2018-03-29,0
500,7335,2017-09-06,0
501,5207,2020-05-07,0
502,7029,2013-06-30,0
503,4235,2020-01-23,0
504,6505,2014-01-06,0
505,9694,2017-03-14,0
506,1734,2021-07-01,1
507,6265,2018-05-25,0
508,7636,2020-02-02,0
509,5373,2016-03-01,1
510,9029,2014-08-11,0
511,2972,2022-10-26,0
512,6036,2011-07-14,1
513,6464,2014-05-07,0
514,7661,2012-03-12,1
515,7159,2016-05-08,0
516,6584,2012-03-24,0
517,3591,2013-10-23,1
518,6798,2009-02-04,1
519,1277,2022-04-28,1
520,1485,2012-01-08,0
521,5309,2023-05-24,0
522,7762,2023-07-22,0
523,7056,2021-04-11,0
524,8643,2021-05-12,1
525,6765,2020-09-27,0
526,6111,2020-02-11,1
527,8726,2021-05-21,0
528,320,2011-05-08,0
529,7028,2010-07-20,0
530,3837,2023-10-21,1
531,8249,2014-05-27,0
532,5833,2012-07-22,1
533,1557,2021-01-21,0
534,4434,2020-01-27,1
535,3328,2022-08-08,1
536,5506,2011-05-24,0
537,3124,2012-04-01,0
538,8184,2008-12-02,0
539,2763,2011-09-30,1
540,5842,2019-11-15,1
541,9863,2017-09-29,1
542,5705,2012-02-07,0
543,925,2011-07-22,1
544,9661,2011-10-10,0
545,5892,2012-02-17,1
546,4471,2013-05-25,0
547,9127,2016-10-07,1
548,5129,2017-12-09,1
549,758,2016-06-07,1
550,8355,2023-04-07,1
551,9110,2023-04-05,0
552,4471,2020-05-11,1
553,3030,2013-10-13,0
554,3338,2020-02-25,1
555,3038,2022-10-16,0
556,2136,2023-07-26,0
557,3640,2010-02-03,1
558,9192,2014-10-07,0
559,4017,2012-03-31,1
560,5612,2023-08-18,1
561,3424,2023-10-02,1
562,1476,2016-05-19,0
563,5230,2016-08-08,1
564,2924,2016-02-15,0
565,3872,2013-03-13,0
566,7265,2012-06-15,0
567,6325,2011-08-08,0
568,7260,2018-01-08,0
569,3769,2022-03-22,0
570,2743,2011-03-31,1
571,8236,2009-11-15,0
572,3836,2016-04-18,0
573,3328,2017-11-16,1
574,2307,2023-11-08,1
575,5895,2009-10-08,1
576,6776,2014-01-27,1
577,5518,2010-05-21,0
578,3308,2013-04-29,1
579,3431,2010-01-21,1
580,4939,2017-07-30,0
581,8666,2009-10-03,0
582,9011,2020-10-15,1
583,932,2023-04-20,0
584,4246,2019-10-19,1
585,6603,2016-02-27,1
586,4422,2014-01-02,1
587,8936,2017-06-06,1
588,1909,2022-10-04,1
589,3502,2020-02-16,0
590,2206,2013-11-07,0
591,9351,2012-09-18,0
592,5155,2023-08-19,1
593,131,2018-08-26,0
594,4895,2019-03-12,1
595,5308,2019-08-04,1
596,7244,2017-05-26,0
597,1986,2022-09-05,1
598,2478,2011-03-20,1
599,6726,2022-11-06,1
600,2638,2017-02-26,0
601,9807,2016-02-01,0
602,4639,2015-04-08,0
603,389,2020-09-17,1
604,7527,2018-12-17,1
605,8434,2020-10-30,1
606,1532,2020-03-22,0
607,1931,2018-03-17,1
608,720,2010-05-11,0
609,4558,2021-08-22,0
610,4441,2009-06-20,1
611,5640,2018-04-11,1
612,2470,2018-05-08,0
613,1493,2010-05-10,0
614,2370,2017-06-30,0
615,4432,2015-05-09,1
616,84,2020-04-14,0
617,5153,2010-10-28,1
618,9194,2022-02-09,1
619,7676,2014-10-21,1
620,1016,2023-06-20,0
621,5086,2023-06-28,0
622,3877,2015-06-16,1
623,253,2023-05-11,0
624,2149,2018-07-04,0
625,3890,2022-10-06,0
626,4990,2015-01-08,0
627,4004,2011-03-15,0
628,4513,2010-12-30,1
629,1354,2023-03-11,1
630,7182,2019-11-24,0
631,2227,2021-10-19,1
632,264,2009-05-07,1
633,3840,2022-02-02,1
634,2520,2020-04-20,0
635,5065,2019-03-27,0
636,9321,2017-04-13,1
637,4287,2019-06-27,1
638,2124,2011-12-11,1
639,6067,2018-11-05,0
640,4095,2011-11-22,1
641,8851,2021-03-03,0
642,72,2016-08-09,0
643,1479,2023-03-07,0
644,1380,2015-06-02,1
645,7468,2010-08-01,1
646,2003,2017-07-01,0
647,3628,2022-02-17,0
648,3874,2011-08-26,0
649,6201,2021-12-19,1
650,3252,2016-02-21,0
651,1668,2012-01-05,0
652,6881,2016-12-26,1
653,3891,2020-06-26,0
654,5954,2019-12-01,1
655,6342,2020-05-26,0
656,2210,2023-06-08,0
657,4893,2017-01-08,0
658,1148,2014-10-24,1
659,5754,2023-03-10,1
660,8290,2013-09-28,1
661,6330,2013-04-10,1
662,3133,2021-12-18,0
663,6566,2018-11-15,1
664,9313,2020-09-06,0
665,4385,2018-11-16,1
666,7919,2012-08-21,1
667,7064,2021-04-10,1
668,4441,2021-02-28,1
669,3017,2015-07-08,0
670,4636,2011-09-18,0
671,3614,2012-08-03,0
672,7679,2010-04-20,1
673,4101,2021-10-18,1
674,875,2017-09-17,0
675,3038,2023-02-07,0
676,9540,2010-08-31,0
677,6377,2023-08-26,0
678,7816,2010-10-06,0
679,7895,2015-02-16,0
680,5266,2017-03-28,0
681,93,2017-01-07,0
682,2671,2019-07-31,0
683,6490,2019-09-05,0
684,104,2010-09-27,1
685,8934,2019-12-18,1
686,618,2021-04-02,1
687,645,2019-10-20,0
688,308,2022-06-18,1
689,3916,2020-06-06,1
690,4914,2010-12-06,0
691,8747,2022-05-31,1
692,5106,2016-05-14,1
693,9204,2023-10-29,1
694,1462,2014-05-30,0
695,8105,2018-07-08,0
696,7232,2016-09-23,0
697,2870,2017-12-21,0
698,5563,2021-07-10,0
699,7881,2021-05-29,1
700,951,2022-09-28,1
701,1551,2010-10-01,1
702,6143,2011-12-07,1
703,5961,2012-07-23,1
704,4945,2021-10-07,1
705,5865,2020-12-03,1
706,1226,2011-10-15,1
707,4768,2015-05-07,1
708,450,2009-10-13,0
709,7851,2012-03-09,1
710,5373,2012-05-26,0
711,6257,2020-09-02,1
712,911,2011-11-27,0
713,7083,2011-03-04,1
714,1759,2018-05-04,1
715,942,2012-11-29,0
716,4698,2016-01-14,1
717,2601,2020-06-26,0
718,1398,2015-06-18,0
719,2329,2014-07-07,0
720,4486,2014-10-09,1
721,3562,2020-01-27,0
722,4868,2011-08-05,0
723,9040,2014-08-21,0
724,4097,2015-04-21,1
725,6828,2010-10-04,0
726,5785,2019-11-15,1
727,2086,2021-10-17,1
728,4204,2020-01-29,0
729,9405,2016-03-19,1
730,1471,2018-01-15,1
731,3377,2020-10-21,0
732,4944,2016-09-28,0
733,7143,2014-05-26,0
734,3134,2015-07-12,0
735,1300,2010-11-26,1
736,9926,2019-06-17,1
737,4078,2020-07-07,1
738,4470,2021-05-19,1
739,3835,2009-09-03,1
740,7288,2010-01-21,1
741,623,2019-04-05,0
742,2467,2014-09-14,1
743,1166,2012-08-20,0
744,9110,2018-01-04,1
745,9038,2016-01-20,0
746,6553,2011-04-09,1
747,3484,2012-04-27,1
748,8543,2011-12-22,0
749,7684,2012-05-26,1
750,8919,2009-09-23,0
751,899,2014-03-08,1
752,4336,2017-03-07,1
753,9839,2018-02-09,1
754,7043,2015-11-07,0
755,4346,2017-05-30,0
756,7642,2019-05-25,1
757,5912,2020-05-24,1
758,7625,2016-10-29,1
759,4932,2022-05-30,0
760,8204,2015-11-01,1
761,342,2016-07-20,1
762,1678,2010-06-03,1
763,2529,2019-11-08,0
764,511,2014-10-14,1
765,7538,2018-11-12,1
766,3125,2022-11-14,0
767,9206,2018-11-22,1
768,5679,2023-09-16,1
769,5103,2013-09-27,1
770,9795,2017-05-29,1
771,9786,2014-06-26,0
772,2010,2014-06-02,0
773,8479,2016-09-13,1
774,810,2008-12-15,0
775,8194,2011-09-14,0
776,4280,2009-06-30,0
777,5733,2018-03-30,0
778,9069,2023-02-09,0
779,3724,2023-03-20,1
780,4459,2018-04-18,0
781,4201,2013-07-22,1
782,5461,2017-07-28,1
783,5845,2017-11-23,0
784,7997,2022-03-07,1
785,929,2010-08-07,0
786,3463,2018-07-05,1
787,6542,2013-07-19,0
788,9882,2017-07-23,1
789,5958,2016-07-04,1
790,55,2010-01-02,0
791,4413,2023-04-14,1
792,6071,2009-07-06,1
793,8789,2019-04-23,1
794,8621,2016-07-17,1
795,7085,2013-03-06,0
796,1212,2019-01-08,0
797,7986,2022-09-14,1
798,3341,2015-03-13,0
799,345,2009-03-19,1
800,1508,2017-05-09,0
801,1075,2020-01-30,0
802,4441,2022-02-14,0
803,8131,2012-12-25,1
804,7294,2020-01-01,0
805,2983,2022-10-08,0
806,6051,2013-03-02,1
807,2590,2015-10-04,1
808,2349,2023-11-23,0
809,9180,2022-02-05,1
810,8616,2015-09-18,1
811,2644,2022-05-15,1
812,9115,2022-10-05,0
813,1846,2017-10-31,1
814,1715,2009-08-03,0
815,8559,2013-06-20,1
816,5734,2022-06-22,1
817,5937,2017-03-05,1
818,203,2019-01-11,0
819,5674,2019-11-25,0
820,1213,2009-11-18,0
821,7103,2019-05-16,1
822,3962,2021-05-30,0
823,448,2009-04-19,0
824,4913,2010-01-28,1
825,3834,2010-08-28,0
826,7076,2017-01-16,0
827,4627,2016-05-23,0
828,23,2017-01-20,1
829,5599,2023-04-03,0
830,5139,2014-03-17,1
831,369,2012-04-10,0
832,5489,2009-02-27,1
833,3943,2020-03-05,0
834,8461,2013-09-20,1
835,3989,2016-01-11,0
836,7622,2021-01-26,0
837,3561,2021-07-13,0
838,1346,2020-08-09,0
839,3541,2013-08-19,0
840,4091,2010-01-16,0
841,2779,2009-03-14,0
842,588,2017-12-05,1
843,3466,2013-08-02,0
844,1879,2014-09-18,0
845,1361,2010-03-10,0
846,8543,2011-02-18,1
847,5591,2021-01-28,1
848,1888,2015-06-14,1
849,4724,2020-09-20,0
850,601,2014-11-23,0
851,1436,2009-10-11,1
852,9977,2015-02-23,1
853,3254,2017-05-03,1
854,2880,2015-05-26,0
855,4079,2010-02-27,0
856,9663,2021-03-17,0
857,9479,2017-11-29,1
858,389,2015-06-24,0
859,1138,2012-02-28,0
860,3625,2016-12-18,0
861,3636,2023-11-14,0
862,3316,2012-06-03,1
863,9601,2011-10-22,1
864,8598,2023-09-08,1
865,5514,2016-05-30,1
866,2449,2018-01-11,0
867,1248,2018-08-23,1
868,2198,2017-06-09,1
869,5175,2019-11-12,1
870,3066,2018-04-28,1
871,9363,2013-10-25,1
872,588,2019-10-22,0
873,5677,2009-06-19,0
874,5981,2022-01-10,1
875,5563,2023-04-20,0
876,4840,2018-02-12,1
877,196,2015-07-22,1
878,2220,2021-04-16,1
879,4266,2018-12-21,1
880,820,2023-08-20,0
881,9705,2013-02-25,0
882,2452,2014-05-09,0
883,6543,2018-09-01,1
884,9723,2010-05-18,1
885,7,2013-06-30,1
886,4806,2009-07-13,0
887,1933,2023-08-10,0
888,1313,2010-08-16,1
889,9093,2023-07-03,0
890,999,2020-02-22,0
891,6003,2009-12-31,0
892,9071,2018-08-22,1
893,8174,2023-03-03,0
894,691,2013-07-23,0
895,7871,2017-04-20,1
896,2186,2016-01-22,1
897,5664,2018-12-06,0
898,6455,2019-03-14,0
899,4548,2009-03-23,0
900,5060,2011-08-02,1
901,77,2021-06-14,0
902,7613,2015-07-17,1
903,2545,2023-08-28,0
904,5533,2011-08-03,1
905,4689,2015-03-23,0
906,9754,2014-06-03,1
907,6876,2016-06-23,1
908,2135,2009-12-29,0
909,6975,2011-10-23,1
910,1372,2021-10-04,0
911,5171,2021-02-03,1
912,2182,2022-08-21,0
913,5540,2023-09-19,1
914,4767,2011-08-21,1
915,3169,2018-04-28,0
916,4619,2022-03-27,0
917,1711,2019-03-06,1
918,1910,2019-05-11,0
919,6984,2023-08-24,1
920,2382,2021-12-02,1
921,4586,2010-01-01,0
922,6133,2014-03-17,1
923,1191,2023-10-19,1
924,1076,2022-11-06,0
925,3778,2014-01-29,1
926,1360,2021-01-28,1
927,9831,2022-07-12,0
928,8972,2015-07-22,0
929,2832,2016-11-16,0
930,5016,2021-02-23,0
931,743,2014-12-20,1
932,1062,2018-04-25,0
933,5982,2015-01-15,1
934,4002,2012-12-28,0
935,9507,2014-12-11,0
936,4574,2014-09-13,0
937,6345,2010-11-29,0
938,3277,2014-11-03,0
939,9142,2021-08-29,0
940,4581,2014-08-06,0
941,1178,2021-08-23,0
942,7650,2023-11-02,0
943,2309,2016-01-11,0
944,867,2017-07-17,0
945,9654,2018-08-13,1
946,1601,2016-03-01,1
947,8489,2019-07-06,1
948,642,2020-04-13,1
949,4953,2018-12-18,0
950,8164,2017-07-31,1
951,1479,2022-02-03,1
952,7239,2021-01-12,1
953,690,2021-07-27,0
954,4000,2017-03-06,0
955,7276,2012-07-12,1
956,8972,2021-09-25,1
957,8067,2023-08-06,1
958,3074,2010-06-23,1
959,8287,2018-05-21,1
960,9306,2016-06-11,1
961,5658,2019-11-13,0
962,445,2018-12-30,0
963,3836,2023-05-27,0
964,6494,2011-01-04,0
965,1592,2016-06-18,0
966,304,2010-04-23,0
967,7687,2014-02-26,0
968,7332,2021-03-17,0
969,7457,2020-02-06,0
970,8881,2019-08-21,1
971,6347,2017-01-10,0
972,1457,2014-02-23,0
973,1653,2009-03-08,0
974,300,2009-07-10,1
975,4958,2023-10-12,0
976,5059,2011-08-03,0
977,8134,2019-05-27,0
978,7494,2013-05-23,0
979,4171,2016-12-16,1
980,8542,2013-07-27,0
981,8170,2014-01-21,0
982,3576,2015-05-07,0
983,8973,2020-02-22,0
984,6311,2015-09-30,0
985,8858,2017-06-24,1
986,4262,2020-12-25,1
987,9471,2013-12-27,1
988,8408,2021-03-05,1
989,6334,2008-11-30,1
990,4118,2022-07-20,1
991,5771,2019-11-20,0
992,9964,2019-08-18,0
993,7721,2021-12-22,0
994,6605,2013-07-12,0
995,5569,2018-12-20,1
996,7826,2017-10-20,0
997,5935,2016-11-21,1
998,2624,2015-07-11,0
999,7723,2020-10-26,1
1000,8256,2021-02-20,1
1001,7978,2013-06-12,1
1002,9385,2020-12-13,0
1003,3725,2013-06-11,0
1004,9231,2015-09-06,0
